x	y	xdot	ydot	theta	thetadot	cl	cr
9.887315361525175206e+00	1.625097400270175285e+01	2.846629916684231387e-04	-3.230169310535798144e-01	-6.563457900036068215e-04	8.708336318717158683e-05	1.443331309594206638e-26	4.621844955233640864e-25
9.887893720359743455e+00	1.623294207785578180e+01	2.647196590938349220e-02	-6.477406632757439775e-01	-1.015715212577827237e-03	-1.553957031626112574e-02	7.039001828786330422e-26	-5.979265674519553475e-25
9.889465764903544454e+00	1.620329035845081478e+01	5.425450405063449166e-02	-9.680781641018945116e-01	-1.911750970156420948e-03	-3.039726173144639484e-02	-1.572386330845898768e-25	5.707931151351859299e-25
9.891922971700724432e+00	1.616285021634758934e+01	8.028227381997553314e-02	-1.294996308249370953e+00	-3.322945486024833552e-03	-4.627401295782910401e-02	2.170071029066518491e-25	-3.399163835613258751e-25
9.895230649002323631e+00	1.611221531598559054e+01	1.077285668095774307e-01	-1.615642528467104322e+00	-5.217488918654937871e-03	-6.119217176878630204e-02	-2.208970783646906723e-25	-7.841294420210917174e-26
9.899539855664023946e+00	1.604979054667635552e+01	1.346368578879915401e-01	-1.939778712838853725e+00	-7.661525497965025744e-03	-7.664010260437059685e-02	1.503697950622735779e-25	5.987208656390184526e-25
9.904633164859136585e+00	1.597745077768719568e+01	1.607690496315696826e-01	-2.265720332469553178e+00	-1.059057806534798030e-02	-9.230062518112988612e-02	-6.651396332061147439e-27	-1.074304339938637900e-24
9.910730842731632961e+00	1.589365512500667776e+01	1.891195499889857801e-01	-2.584202377655699046e+00	-1.404330993664988994e-02	-1.068692560008388803e-01	-1.836003934783586734e-25	1.328594277961194703e-24
9.917651617788834528e+00	1.579934581233497326e+01	2.141023888496206007e-01	-2.915109613176524395e+00	-1.801159015539328945e-02	-1.232803655331419224e-01	3.695900717901452310e-25	-1.206399859783188021e-24
9.925493506656740905e+00	1.569428989481844994e+01	2.428402841944575508e-01	-3.232324479445132681e+00	-2.247722048641564302e-02	-1.375081736663782417e-01	-4.863391606051899541e-25	6.336150146368299452e-25
9.934258472756448910e+00	1.557819227264845274e+01	2.684876350271451773e-01	-3.560799116559416166e+00	-2.746507781714342331e-02	-1.536441449799210435e-01	4.725614503198503689e-25	3.324451900073601302e-25
9.943845295382171656e+00	1.545153640667306405e+01	2.954096944519987167e-01	-3.885644303544562472e+00	-3.296618640903743042e-02	-1.688201583884487711e-01	-2.927788372044207362e-25	-1.482194286924439344e-24
9.954435316100054720e+00	1.531391663681655757e+01	3.237786414744554531e-01	-4.203926438288359435e+00	-3.895687324757499820e-02	-1.834188456789135890e-01	-4.258685759221821659e-26	2.478627454775864775e-24
9.965796663043322567e+00	1.516543848384949200e+01	3.474015567985743180e-01	-4.541368838716851819e+00	-4.550019565198553523e-02	-2.005203519000945955e-01	4.666469800399002595e-25	-2.933444289485781268e-24
9.978166794449148114e+00	1.500630272160937473e+01	3.788927491754874866e-01	-4.849322464696570023e+00	-5.250196880955630002e-02	-2.131695172858759646e-01	-8.615542929179672825e-25	2.524171732950510614e-24
9.991366000368536504e+00	1.483612360754677795e+01	4.007719768173485519e-01	-5.192148049431388301e+00	-6.005614925856762876e-02	-2.314508607592843381e-01	1.083151032066812611e-24	-1.124820448829843336e-24
1.000542865678559323e+01	1.465509522132764886e+01	4.306836073566517875e-01	-5.508040020124343350e+00	-6.812184914938081148e-02	-2.448112275091526291e-01	-1.002213409414818156e-24	-1.090482772290267890e-24
1.002048325766411629e+01	1.446338842183055817e+01	4.562892052890094030e-01	-5.835264864468247659e+00	-7.666426230796442864e-02	-2.611211441400347888e-01	5.532848834198709465e-25	3.614682664676911882e-24
1.003617021354657624e+01	1.426008067146528191e+01	4.779927884456655618e-01	-6.182825094491405160e+00	-8.584842293933726831e-02	-2.791228294615822336e-01	2.232810077607712062e-25	-5.678843454857612676e-24
1.005310282537274702e+01	1.404694767145767109e+01	5.164054893549846481e-01	-6.466260531517027843e+00	-9.534186344224562792e-02	-2.875491164780952236e-01	-1.162550948394533074e-24	6.434719443233464126e-24
1.007041832923626501e+01	1.382127855570404762e+01	5.193221072496053692e-01	-6.876861467647708892e+00	-1.056507421885491682e-01	-3.172307860234376276e-01	1.993107040748054997e-24	-5.220694788382240511e-24
1.008948845433752695e+01	1.358745432642129281e+01	6.036662145420572667e-01	-7.013820468403594077e+00	-1.159096965603866047e-01	-2.960339268070733554e-01	-2.397164892239583897e-24	1.845731480563371704e-24
1.011501455189315379e+01	1.336086774026487412e+01	8.261509181916555367e-01	-6.706165382702136135e+00	-1.231470132709824861e-01	-1.864076173247642965e-01	2.105076114366408096e-24	3.200327111184023764e-24
1.014851993979220524e+01	1.314583007795793179e+01	1.062301165074334808e+00	-6.373361315169148611e+00	-1.263984057875137124e-01	-7.056793653364104579e-02	-1.002454459136863209e-24	-8.704764008655167894e-24
1.018858373773172232e+01	1.294019449968377167e+01	1.241317237856310207e+00	-6.107868856020726156e+00	-1.270186647689829640e-01	-7.228984424528831290e-03	-7.828573699563141970e-25	1.292451172797973912e-23
1.023260231703538459e+01	1.274053165032213641e+01	1.343126638027903885e+00	-5.957168256277249441e+00	-1.271886714638093552e-01	-7.795418449252126958e-03	2.849957635370877974e-24	-1.401950476716348217e-23
1.027990420572387009e+01	1.254635861290877585e+01	1.446942783456626636e+00	-5.775150510821053018e+00	-1.275896137080716752e-01	-1.155023660500576269e-02	-4.578032346755273604e-24	1.065268172253732555e-23
1.033084874573193268e+01	1.235773754232479149e+01	1.553388981146555770e+00	-5.628382917895303983e+00	-1.278484463754773481e-01	-7.348145780224188579e-03	5.271146049972631717e-24	-2.602568684257182151e-24
1.038521578118486843e+01	1.217460364053377475e+01	1.659900571209818931e+00	-5.430033354563984282e+00	-1.281813235413829244e-01	-1.062299978974852455e-02	-4.373334182737080438e-24	-8.817374842012826669e-24
1.044394871975349126e+01	1.200303455823874010e+01	1.795990508825144882e+00	-5.051889866905998616e+00	-1.284596459230575305e-01	-7.444533156259291670e-03	1.702017493784831108e-24	2.073569894698629571e-23
1.050658424544325342e+01	1.184027794792390331e+01	1.903839739974534595e+00	-4.846174536190882343e+00	-1.287668573256821880e-01	-1.039458056500077929e-02	2.374519327594868871e-24	-2.922612085798573871e-23
1.057256132270256188e+01	1.168201138646199411e+01	2.005899094970904351e+00	-4.708899111615675537e+00	-1.291354598062384729e-01	-1.054718966380267103e-02	-6.893562238971201593e-24	3.032670365715937255e-23
1.064217407597334031e+01	1.152967831891411876e+01	2.115419981037039321e+00	-4.523966028681850382e+00	-1.294427928036045450e-01	-9.244952417820659005e-03	1.044446565144501890e-23	-2.138508501894875640e-23
1.071531130257196551e+01	1.138308488652096884e+01	2.220369117136045567e+00	-4.357600853714338029e+00	-1.297917217691166025e-01	-1.070951430096959978e-02	-1.151359383817755511e-23	2.369675235159170517e-24
1.079195213348851112e+01	1.124160535885914491e+01	2.325483187910855065e+00	-4.206317241484241798e+00	-1.301266410563132192e-01	-9.787755174160478119e-03	8.970737876799300389e-24	2.331249021352313650e-23
1.087221558020562817e+01	1.110617027284279779e+01	2.436153536581802115e+00	-4.010069305085461444e+00	-1.304489251900373681e-01	-9.685311964313145228e-03	-2.574068947550362185e-24	-4.892312261977645538e-23
1.095600190026559062e+01	1.097620414267043820e+01	2.536554506613245330e+00	-3.880383059903867782e+00	-1.308010844099572745e-01	-1.117409421430539014e-02	-6.673514174315615610e-24	6.567343519679073672e-23
1.104243814185004169e+01	1.084578796435100756e+01	2.612150294016481578e+00	-3.923962544396239149e+00	-1.312699919416083771e-01	-1.478575152141567255e-02	1.648438609159851910e-23	-6.510119784897563244e-23
1.113209374764754855e+01	1.071780908500226381e+01	2.718823759618997027e+00	-3.790625646126711157e+00	-1.316808009157605652e-01	-1.088550520464878248e-02	-2.367365241785207265e-23	4.206799732797460677e-23
1.122558470778207962e+01	1.059648394871347676e+01	2.831466761704074742e+00	-3.598201602881915484e+00	-1.319758316416289601e-01	-8.968409581945870068e-03	2.497306444179011734e-23	2.458301735833191476e-24
1.132252884226953604e+01	1.048016056939427898e+01	2.934810861773285318e+00	-3.448904130886059516e+00	-1.323341350358492596e-01	-1.098164818326775698e-02	-1.812410314110973738e-23	-5.985450246608956065e-23
1.142307078017234367e+01	1.036982532309718508e+01	3.042343471583279779e+00	-3.267154002557314030e+00	-1.326190406782067344e-01	-7.559063669902302447e-03	2.962026905837302461e-24	1.144364983266716650e-22
1.152679974179274147e+01	1.026461258351215733e+01	3.134640061307863768e+00	-3.115731664003472901e+00	-1.328306808612308709e-01	-6.158679778325883147e-03	1.788297933068513604e-23	-1.466537572357532807e-22
1.163363527647876339e+01	1.016603805612261269e+01	3.227790999024507723e+00	-2.906648095291207046e+00	-1.329701217066498187e-01	-3.254259887959537294e-03	-3.902547301547603805e-23	1.385910267841454492e-22
1.174278624854559361e+01	1.007026373547851250e+01	3.286195212053195203e+00	-2.882927702376027135e+00	-1.330302612422042952e-01	-1.741501218189747853e-03	5.331978897001442465e-23	-8.060445967546812214e-23
1.185348117203987606e+01	9.973882667541840163e+00	3.334889860128566585e+00	-2.875051309158360713e+00	-1.330744141217525822e-01	-7.574512761868924977e-04	-5.376402551637611733e-23	-2.283011573104145014e-23
1.196650658012377377e+01	9.883544535187997582e+00	3.409746721397598712e+00	-2.646654848393308335e+00	-1.329867510648017337e-01	3.628690312763713753e-03	3.594113133757887921e-23	1.503013090221360205e-22
1.208152889883243120e+01	9.799270166863113474e+00	3.460983258717891253e+00	-2.508054120043317070e+00	-1.328429294649329240e-01	4.428089690050798256e-03	-3.268806864373542145e-25	-2.655763602420055668e-22
1.219752796310128318e+01	9.714856830359636319e+00	3.485561281531445399e+00	-2.544968603412629538e+00	-1.325997694165156893e-01	8.583695312673968875e-03	-4.636629487248926570e-23	3.254398689362962850e-22
1.231456218508800404e+01	9.632400045647628417e+00	3.521804279466021814e+00	-2.422532301446515213e+00	-1.322931316148200920e-01	8.575476977909262527e-03	9.156652210895257448e-23	-2.923365997640241076e-22
1.243319239749498628e+01	9.558635863312687775e+00	3.569872586070409692e+00	-2.156052903056592474e+00	-1.320370698517245311e-01	8.368794762708076096e-03	-1.193416029997109386e-22	1.489699785035902357e-22
1.255251591350281792e+01	9.486433679760207127e+00	3.579655534511705817e+00	-2.189512222959023369e+00	-1.315429938891142791e-01	1.677207081677170586e-02	1.148179787219709031e-22	8.953868912808020505e-23
1.267202444155193497e+01	9.414789831598959324e+00	3.590058809567992171e+00	-2.105381192984152605e+00	-1.310402875420802471e-01	1.354333365487366686e-02	-6.959808462272233903e-23	-3.708436396671144937e-22
1.279232646375275095e+01	9.349243655222327476e+00	3.613548414067817127e+00	-1.942814345572041024e+00	-1.306035514631432859e-01	1.422824925854712132e-02	-1.337087118982830404e-23	6.118302194146567378e-22
1.291275093276517438e+01	9.283269682371448894e+00	3.612009770502654593e+00	-1.987079116852851435e+00	-1.300071222909175983e-01	1.812840310988258694e-02	1.173122623449316012e-22	-7.175908542979927595e-22
1.303356656815246950e+01	9.221106959060257680e+00	3.630757882360267974e+00	-1.809187085004996032e+00	-1.295393033156410079e-01	1.280487389997878034e-02	-2.131042176734470725e-22	6.102812952140999328e-22
1.315493782164491421e+01	9.162736858021862218e+00	3.641897805165776880e+00	-1.757053067349620967e+00	-1.290308784573100109e-01	1.674446483940444930e-02	2.654467228709725820e-22	-2.610219022507793731e-22
1.327634273278890831e+01	9.104146224092483308e+00	3.644011689499691009e+00	-1.736676625286519782e+00	-1.284617595827015901e-01	1.615110015456823131e-02	-2.430426518443064595e-22	-2.851384526851009127e-22
1.339834745923379344e+01	9.051033633926675037e+00	3.665675071583498035e+00	-1.549679331330044096e+00	-1.280159238005965650e-01	1.317608231782969874e-02	1.305437125683767284e-22	9.018775351777535029e-22
1.352068617857984734e+01	8.999773980879599122e+00	3.669527901580488471e+00	-1.550752643978641432e+00	-1.274704357158904788e-01	1.754635435809744071e-02	6.128441481766448392e-23	-1.399813760712510392e-21
1.364286886990132608e+01	8.946900502332928440e+00	3.664784784353049218e+00	-1.589076909241072588e+00	-1.268614503472620669e-01	1.799260388359990095e-02	-2.912057503489654228e-22	1.571914824118908663e-21
1.376523569200998764e+01	8.896250630862828856e+00	3.674500725393960110e+00	-1.484042410705196602e+00	-1.263444365815052095e-01	1.458807717185806388e-02	4.922464702377867328e-22	-1.258931441352779535e-21
