x	y	xdot	ydot	theta	thetadot	cl	cr
1.648243331909179688e+01	2.439980506896972656e+01	0.000000000000000000e+00	-3.270000219345092773e-01	4.275160729885101318e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.648264122009277344e+01	2.439169120788574219e+01	1.238257065415382385e-02	-4.848711490631103516e-01	4.273714721202850342e-01	-7.756715174764394760e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.648305702209472656e+01	2.438095474243164062e+01	2.476570568978786469e-02	-6.427444219589233398e-01	4.271023571491241455e-01	-1.551366783678531647e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.648367691040039062e+01	2.436759376525878906e+01	3.715064376592636108e-02	-8.006222248077392578e-01	4.267070591449737549e-01	-2.327073551714420319e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.648450279235839844e+01	2.435160446166992188e+01	4.953857511281967163e-02	-9.585070013999938965e-01	4.261849224567413330e-01	-3.102788329124450684e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.648553657531738281e+01	2.433298873901367188e+01	6.193064153194427490e-02	-1.116401076316833496e+00	4.255349934101104736e-01	-3.878507763147354126e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.648677635192871094e+01	2.431174278259277344e+01	7.432796061038970947e-02	-1.274306893348693848e+00	4.247567951679229736e-01	-4.654232412576675415e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.648822402954101562e+01	2.428786659240722656e+01	8.673163503408432007e-02	-1.432226896286010742e+00	4.238499999046325684e-01	-5.429955199360847473e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.648987579345703125e+01	2.426136016845703125e+01	9.914276748895645142e-02	-1.590163350105285645e+00	4.228143990039825439e-01	-6.205677986145019531e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.649173736572265625e+01	2.423222160339355469e+01	1.115624085068702698e-01	-1.748118996620178223e+00	4.216500222682952881e-01	-6.981400400400161743e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.649380302429199219e+01	2.420045089721679688e+01	1.239916235208511353e-01	-1.906095981597900391e+00	4.203565418720245361e-01	-7.757122069597244263e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.649607658386230469e+01	2.416604804992675781e+01	1.364314556121826172e-01	-2.064096927642822266e+00	4.189339876174926758e-01	-8.532841503620147705e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.649855995178222656e+01	2.412901115417480469e+01	1.488829106092453003e-01	-2.222124099731445312e+00	4.173822700977325439e-01	-9.308559447526931763e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.650124931335449219e+01	2.408934020996093750e+01	1.613470315933227539e-01	-2.380180120468139648e+00	4.157012403011322021e-01	-1.008427813649177551e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.650414657592773438e+01	2.404703330993652344e+01	1.738247871398925781e-01	-2.538267135620117188e+00	4.138911366462707520e-01	-1.085999608039855957e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.650725173950195312e+01	2.400209426879882812e+01	1.863171756267547607e-01	-2.696388006210327148e+00	4.119516611099243164e-01	-1.163570955395698547e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.651056480407714844e+01	2.395451927185058594e+01	1.988252103328704834e-01	-2.854545116424560547e+00	4.098830819129943848e-01	-1.241142302751541138e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.651408767700195312e+01	2.390430641174316406e+01	2.113497555255889893e-01	-3.012740850448608398e+00	4.076852202415466309e-01	-1.318713426589965820e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.651781845092773438e+01	2.385145759582519531e+01	2.238917797803878784e-01	-3.170977592468261719e+00	4.053580462932586670e-01	-1.396284252405166626e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.652175903320312500e+01	2.379596900939941406e+01	2.364522069692611694e-01	-3.329258203506469727e+00	4.029016196727752686e-01	-1.473854631185531616e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.652590751647949219e+01	2.373784255981445312e+01	2.489237189292907715e-01	-3.487630844116210938e+00	4.003170132637023926e-01	-1.550754755735397339e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.653024864196777344e+01	2.367706871032714844e+01	2.604355514049530029e-01	-3.646465301513671875e+00	3.976142704486846924e-01	-1.621590107679367065e-01	0.000000000000000000e+00	0.000000000000000000e+00
