x	y	xdot	ydot	theta	thetadot	cl	cr
1.000177192687988281e+01	8.439485549926757812e+00	0.000000000000000000e+00	-3.270000219345092773e-01	-6.511948304250836372e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000199317932128906e+01	8.431274414062500000e+00	1.360206026583909988e-02	-4.905202984809875488e-01	-7.873727590776979923e-04	-7.756630424410104752e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.000244140625000000e+01	8.420347213745117188e+00	2.720366977155208588e-02	-6.540428400039672852e-01	-1.051059807650744915e-03	-1.551352255046367645e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.000311851501464844e+01	8.406702041625976562e+00	4.080498591065406799e-02	-8.175702691078186035e-01	-1.442715409211814404e-03	-2.327057160437107086e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.000402259826660156e+01	8.390335083007812500e+00	5.440611764788627625e-02	-9.811052680015563965e-01	-1.962691312655806541e-03	-3.102772310376167297e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.000515365600585938e+01	8.371246337890625000e+00	6.800711899995803833e-02	-1.144650459289550781e+00	-2.611212665215134621e-03	-3.878492861986160278e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.000651168823242188e+01	8.349433898925781250e+00	8.160802721977233887e-02	-1.308208465576171875e+00	-3.388407174497842789e-03	-4.654216393828392029e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.000809764862060547e+01	8.324897766113281250e+00	9.520884603261947632e-02	-1.471781849861145020e+00	-4.294532816857099533e-03	-5.429941043257713318e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.000991058349609375e+01	8.297636032104492188e+00	1.088095530867576599e-01	-1.635373473167419434e+00	-5.329688545316457748e-03	-6.205665692687034607e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.001297950744628906e+01	8.275961875915527344e+00	1.841638237237930298e-01	-1.300233840942382812e+00	-5.460696294903755188e-03	-7.823485881090164185e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.001627540588378906e+01	8.251563072204589844e+00	1.977647840976715088e-01	-1.463819622993469238e+00	-5.720910150557756424e-03	-1.558063272386789322e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.001979827880859375e+01	8.224437713623046875e+00	2.113656997680664062e-01	-1.627410531044006348e+00	-6.110264919698238373e-03	-2.333780005574226379e-02	0.000000000000000000e+00	0.000000000000000000e+00
